stage_detail,stage_name,stage_number,stage_status,stage_detail_number
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Perdido,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.3 DIAGNÓSTICO,1 POS,3,Em andamento,1.3
1.4 NEGOCIAÇÃO,1 POS,4,Em andamento,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Em andamento,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Em andamento,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Em andamento,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Em andamento,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
1.4 NEGOCIAÇÃO,1 POS,4,Perdido,1.4
